house_code,detail_url,title,community_name,total_price_wan,unit_price_yuan,house_info,follow_info,seq_no
103127871844,https://hz.ke.com/ershoufang/103127871844.html,蓝城品质下叠，带地下室，诚心出售,春风燕语,395.0,19173.0,4室2厅,,1
103134820035,https://hz.ke.com/ershoufang/103134820035.html,南进门合院，南北双花园，可看山看湖！,春风燕语,500.0,22597.0,4室2厅,,2
103127808258,https://hz.ke.com/ershoufang/103127808258.html,边套200平大花园，有地下室，看房方便,春风燕语,520.0,24367.0,4室2厅,,3
